,name,category,labels,resource,github_id,license,description,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,open_issue_count,star_count,contributor_count,projectrank,show,docs_url,watchers_count,pr_count,closed_issue_count,latest_stable_release_published_at,latest_stable_release_number,release_count,recent_commit_count,pypi_id,conda_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,dockerhub_stars,updated_github_id
88,KVXOPT,opl,"['gha', 'pypi', 'conda', 'python', 'volunteer']",,sanurielf/kvxopt,GPL-3,CVXOPT with more wrappers suite-sparse.,https://github.com/sanurielf/kvxopt,https://github.com/sanurielf/kvxopt,2014-03-17 19:08:31,2025-06-20 23:00:47.000,2025-06-20 17:49:21,300.0,1.0,,11.0,16.0,16,True,https://sanurielf.github.io/kvxopt/userguide/,2.0,5.0,7.0,2025-06-20 18:09:36.000,1.3.2.2,20.0,18.0,kvxopt,conda-forge/kvxopt,,14777.0,45.0,31.0,https://pypi.org/project/kvxopt,2025-06-20 18:07:23.000,14.0,7346.0,https://anaconda.org/conda-forge/kvxopt,2025-06-20 22:42:44.007,334427.0,3.0,,,,,,,
89,matpowercaseframes,intf,"['gha', 'python', 'pypi', 'jupyter', 'university']",,UGM-EPSLab/matpowercaseframes,MIT,Parse MATPOWER case into pandas DataFrame.,https://github.com/UGM-EPSLab/matpowercaseframes,https://github.com/UGM-EPSLab/matpowercaseframes,2022-03-31 04:51:41,2025-05-31 12:27:40.000,2025-05-31 12:18:00,209.0,2.0,2.0,5.0,7.0,16,True,,,20.0,3.0,2025-05-31 12:27:40.000,1.1.4,19.0,6.0,matpowercaseframes,,,10010.0,6.0,,https://pypi.org/project/matpowercaseframes,2025-05-31 12:27:40.000,6.0,10010.0,,,,2.0,,,,,,,
90,ReEDS-2.0,steady-state,"['python', 'gha', 'lab']",,NREL/ReEDS-2.0,GPL-3.0,Capacity planning and dispatch model.,https://github.com/NREL/ReEDS-2.0,https://www.nrel.gov/analysis/reeds/,2019-05-28 15:57:01,2025-07-17 20:05:06.000,2025-06-10 21:20:51,101.0,69.0,4.0,154.0,14.0,15,True,https://www.nrel.gov/docs/fy21osti/78195.pdf,133.0,44.0,21.0,2025-06-06 14:24:41.000,2025.3.0,11.0,4.0,,,,,,,,,,,,,,3.0,,,,,,,
91,EGRET,steady-state,"['gha', 'python', 'lab']",,grid-parity-exchange/Egret,BSD,Tools for Power Systems Optimization Modeling.,https://github.com/grid-parity-exchange/Egret,https://github.com/grid-parity-exchange/Egret,2019-01-28 18:41:03,2025-06-20 17:00:34.000,2025-06-20 17:00:33,1087.0,53.0,49.0,140.0,39.0,15,True,,13.0,238.0,38.0,2023-04-03 23:11:48.000,0.5.5,6.0,22.0,,,,,,,,,,,,,,3.0,,,,,,,
92,GridPACK,phasor,"['c', 'python', 'lab']",,GridOPTICS/GridPACK,https://github.com/GridOPTICS/GridPACK/blob/develop/docs/markdown/LICENSE.md,High-Performance Electric Grid Simulation.,https://github.com/GridOPTICS/GridPACK,https://gridpack.pnnl.gov/wiki/index.php/Main_Page,2014-07-22 21:01:57,2025-07-15 11:57:19.000,2025-07-12 22:44:36,3142.0,21.0,32.0,52.0,54.0,15,True,https://github.com/GridOPTICS/GridPACK/blob/develop/docs/user_manual/GridPACK.pdf,15.0,103.0,104.0,2020-01-31 21:18:21.000,3.4,5.0,12.0,,,618.0,6.0,,,,,,,,,,2.0,,,,,,,
93,Easy SimAuto,intf,"['pypi', 'python', 'university']",,mzy2240/ESA,Apache-2.0,Python interface to PowerWorld.,https://github.com/mzy2240/ESA,https://github.com/mzy2240/ESA,2019-10-08 21:37:23,2025-01-16 22:58:54.000,2025-01-16 22:58:54,665.0,12.0,15.0,47.0,12.0,15,True,https://mzy2240.github.io/ESA/html/index.html,4.0,17.0,85.0,2023-06-05 21:19:00.512,1.3.5,52.0,,esa,,,977.0,8.0,7.0,https://pypi.org/project/esa,2022-05-21 02:37:41.000,1.0,977.0,,,,2.0,,,,,,,
94,Open RAO,steady-state,"['gha', 'java', 'non-profit']",,powsybl/powsybl-open-rao,MPL-2.0,Power systems coordinated capacity calculation and security analysis.,https://github.com/powsybl/powsybl-open-rao,https://www.powsybl.org,2018-11-22 10:41:50,2025-07-24 15:31:27.000,2025-07-15 14:58:58,1057.0,8.0,58.0,23.0,36.0,15,True,https://powsybl.readthedocs.io/projects/openrao/en/stable/?badge=stable,3.0,1271.0,116.0,2025-07-15 19:16:44.000,6.6.0,83.0,40.0,,,52.0,0.0,,,,,,,,,,3.0,,,,,,,
95,PowerFlows.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerFlows.jl,BSD-3,Collection of Power Flow solution; NREL Sienna.,https://github.com/NREL-Sienna/PowerFlows.jl,https://www.nrel.gov/analysis/sienna.html,2022-03-08 18:40:14,2025-07-24 17:36:50.000,2025-05-05 15:20:37,151.0,21.0,49.0,22.0,11.0,15,True,https://nrel-sienna.github.io/PowerFlows.jl/dev/,5.0,100.0,60.0,2025-03-26 13:25:58.000,0.9.0,16.0,6.0,,,,,,,,,,,,,,3.0,,,,,,,
96,UnitCommitment.jl,steady-state,"['julia', 'gha', 'lab']",,ANL-CEEESA/UnitCommitment.jl,BSD-3,Optimization package for the Security-Constrained Unit Commitment Problem.,https://github.com/ANL-CEEESA/UnitCommitment.jl,https://github.com/ANL-CEEESA/UnitCommitment.jl,2020-05-13 15:18:42,2025-07-19 17:56:19.000,2025-06-27 16:54:49,303.0,32.0,1.0,122.0,6.0,14,True,https://anl-ceeesa.github.io/UnitCommitment.jl/,6.0,27.0,7.0,2024-05-21 16:03:30.000,0.4.0,7.0,33.0,,,,,,,,,,,,,,3.0,,,,,,,
97,ExaGO,steady-state,"['gha', 'jupyter', 'c', 'python', 'lab']",,pnnl/ExaGO,BSD-3,Large-scale power grid optimization.,https://github.com/pnnl/ExaGO,https://www.gridpath.io/,2023-08-02 21:05:34,2025-06-12 20:40:25.000,2025-06-06 18:28:41,1154.0,13.0,58.0,82.0,31.0,14,True,https://github.com/pnnl/ExaGO/blob/develop/docs/manual/manual.pdf,12.0,82.0,38.0,2023-10-25 18:01:10.000,1.6.0,1.0,3.0,,,,,,,,,,,,,,3.0,,,,,,,
98,PyDSS,intf,"['gha', 'pypi', 'python', 'lab']",,NREL/PyDSS,BSD-3,A Python wrapper for OpenDSS.,https://github.com/NREL/PyDSS,https://www.nrel.gov/grid/pydss.html,2018-10-16 15:59:07,2025-02-12 18:48:57.000,2024-09-30 20:12:32,958.0,23.0,17.0,39.0,23.0,14,True,https://nrel.github.io/PyDSS/index.html,7.0,122.0,16.0,2024-05-29 18:05:37.000,3.1.7,21.0,,pydss,,,33.0,2.0,2.0,https://pypi.org/project/pydss,2011-08-17 20:40:53.000,,33.0,,,,2.0,,,,,,,
99,MOST,steady-state,"['gha', 'octave', 'university']",,MATPOWER/most,BSD-3,MATPOWER Optimal Scheduling Tool.,https://github.com/MATPOWER/most,https://matpower.org/,2016-12-16 19:10:43,2025-07-12 21:36:49.000,2025-07-12 21:01:12,246.0,12.0,8.0,34.0,,14,True,https://github.com/MATPOWER/most/blob/master/docs/MOST-manual.pdf,5.0,9.0,37.0,2025-07-12 21:38:08.000,1.3.1,6.0,7.0,,,,,,,,,,,,,,3.0,,,,,,,
100,PowerNetworkMatrices.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerNetworkMatrices.jl,BSD-3,Power systems matrices; NREL Sienna.,https://github.com/NREL-Sienna/PowerNetworkMatrices.jl,https://www.nrel.gov/analysis/sienna.html,2022-11-16 21:59:51,2025-07-24 01:42:08.000,2025-04-11 23:18:52,625.0,20.0,32.0,25.0,8.0,14,True,https://nrel-sienna.github.io/PowerNetworkMatrices.jl/stable/,5.0,84.0,44.0,2025-04-11 23:36:21.000,0.13.0,30.0,,,,,,,,,,,,,,,3.0,,,,,,,
101,PowerSystems,phasor,"['modelica', 'non-profit']",,modelica-3rdparty/PowerSystems,https://modelica.org/licenses/ModelicaLicense2/,Modelica 3rd party library for electrical power systems.,https://github.com/modelica-3rdparty/PowerSystems,https://github.com/modelica-3rdparty/PowerSystems,2013-04-19 08:46:45,2024-05-07 09:11:07.000,2024-05-07 08:58:45,190.0,37.0,14.0,73.0,10.0,13,True,https://build.openmodelica.org/Documentation/PowerSystems.html,30.0,17.0,27.0,2024-05-07 09:11:07.000,2.0.0,7.0,,,,,,,,,,,,,,,3.0,,,,,,,
102,GasModels.jl,gasnet,"['gha', 'julia', 'lab']",,lanl-ansi/GasModels.jl,BSD-3,Gas Network Optimization.,https://github.com/lanl-ansi/GasModels.jl,https://github.com/lanl-ansi/GasModels.jl,2016-08-29 16:01:10,2025-04-29 20:09:39.000,2025-04-29 19:51:49,1081.0,16.0,53.0,70.0,14.0,13,True,https://lanl-ansi.github.io/GasModels.jl/latest/,10.0,121.0,98.0,2025-04-29 20:06:54.000,0.10.5,26.0,3.0,,,,,,,,,,,,,,3.0,,,,,,,
103,OpenDER,phasor,"['pypi', 'jupyter', 'python', 'c', 'non-profit']",,epri-dev/OpenDER,BSD-3,Inverter-based DER simulation.,https://github.com/epri-dev/OpenDER,https://www.epri.com/OpenDER,2022-04-26 22:09:28,2025-06-23 15:15:40.000,2025-04-15 17:33:02,125.0,25.0,,64.0,2.0,13,True,,18.0,14.0,1.0,2025-04-15 17:34:05.000,2.2,15.0,,opender,,,853.0,3.0,3.0,https://pypi.org/project/opender,2025-04-13 13:19:28.000,,853.0,,,,3.0,,,,,,,
104,ExaModels,opl,"['gha', 'julia', 'university']",,exanauts/ExaModels.jl,MIT,"An algebraic modeling and automatic differentiation tool in Julia Language, specialized for SIMD abstraction of..",https://github.com/exanauts/ExaModels.jl,https://github.com/exanauts/ExaModels.jl,2023-03-28 20:02:20,2025-07-19 01:55:07.000,2025-06-29 04:22:35,136.0,8.0,12.0,61.0,8.0,13,True,https://exanauts.github.io/ExaModels.jl/stable/,3.0,128.0,18.0,2025-06-29 04:41:00.000,0.8.3,8.0,17.0,,,,,,,,,,,,,,3.0,,,,,,,
105,CIMTool,intf,"['gha', 'java', 'non-profit']",,CIMug-org/CIMTool,LGPL-2.1,CIMugs CIMTool for the CIM.,https://github.com/cimug-org/CIMTool,https://github.com/cimug-org/CIMTool,2020-04-14 18:23:49,2025-07-01 00:17:24.000,2025-05-05 17:00:29,485.0,6.0,33.0,57.0,17.0,13,True,http://cimtool.ucaiug.io/,16.0,110.0,63.0,2024-10-02 05:23:38.000,2.2.0,12.0,4.0,,,2392.0,38.0,,,,,,,,,,2.0,,,,,,,
106,PowerGraphics.jl,vis,"['gha', 'julia', 'jupyter', 'lab']",,NREL-Sienna/powergraphics.jl,BSD-3,Visualization for PowerSimulations; NREL Sienna.,https://github.com/NREL-Sienna/PowerGraphics.jl,https://www.nrel.gov/analysis/sienna.html,2020-02-19 23:29:27,2025-03-26 13:53:10.000,2025-03-19 19:32:42,601.0,18.0,15.0,31.0,11.0,13,True,https://nrel-sienna.github.io/PowerGraphics.jl/stable/,9.0,84.0,24.0,2025-03-26 13:46:46.000,0.20.0,43.0,,,,,,,,,,,,,,,3.0,,,,,,,
107,AltDSS-Python,intf,"['gha', 'pypi', 'python', 'jupyter']",,dss-extensions/AltDSS-Python,BSD-3,Modern Python bindings for an alternative implementation of OpenDSS.,https://github.com/dss-extensions/AltDSS-Python,https://dss-extensions.org/,2023-11-10 01:17:41,2024-03-29 05:48:06.000,2024-03-29 05:44:37,466.0,1.0,7.0,17.0,,13,True,https://dss-extensions.org/AltDSS-Python/,3.0,,2.0,2024-03-29 06:29:57.000,0.2.4,10.0,,altdss,,,2588.0,14.0,12.0,https://pypi.org/project/altdss,2024-03-29 05:48:06.000,2.0,2588.0,,,,2.0,,,,,,,
108,EnergyDataModel,data,"['pypi', 'python', 'jupyter', 'gha', 'for-profit']",,rebase-energy/EnergyDataModel,MIT,Represent energy systems as Python data classes.,https://github.com/rebase-energy/EnergyDataModel,https://www.energydatamodel.org/,2023-12-23 11:12:27,2025-04-07 08:14:32.000,2025-04-07 08:14:27,97.0,4.0,1.0,65.0,3.0,12,True,https://docs.energydatamodel.org/en/latest/,3.0,2.0,,2025-03-23 21:17:53.000,0.0.3,3.0,,energydatamodel,,,29.0,2.0,,https://pypi.org/project/energydatamodel,2025-03-23 21:17:53.000,2.0,29.0,,,,3.0,,,,,,,
109,STEPS,phasor,"['c', 'python', 'university']",,changgang/steps,MIT,Balanced large-scale AC-DC hybrid power system analysis.,https://github.com/changgang/steps,https://github.com/changgang/steps,2019-08-24 12:09:47,2024-09-22 02:32:39.000,2024-03-24 14:56:04,588.0,19.0,1.0,57.0,4.0,12,True,https://github.com/changgang/steps/wiki/,5.0,,2.0,2024-09-22 02:32:39.000,2.2.1,44.0,,stepspy,,50.0,94.0,7.0,7.0,https://pypi.org/project/stepspy,2024-09-22 02:32:39.000,,94.0,,,,3.0,,,,,,,
110,grg-pssedata,intf,"['pypi', 'python', 'lab']",,lanl-ansi/grg-pssedata,BSD-3,Python tools for working with PSSE v33 data files.,https://github.com/lanl-ansi/grg-pssedata,https://github.com/lanl-ansi/grg-pssedata,2018-05-26 20:24:25,2020-12-15 03:35:19.000,2020-12-14 22:39:36,35.0,13.0,3.0,32.0,3.0,12,True,https://grg-pssedata.readthedocs.io/en/stable/,6.0,5.0,10.0,2020-12-15 03:35:19.000,0.1.4,7.0,,grg-pssedata,,,28.0,7.0,6.0,https://pypi.org/project/grg-pssedata,2020-12-15 03:35:19.000,1.0,28.0,,,,3.0,,,,,,,
111,OpenDSSDirect.jl,intf,"['gha', 'julia', 'volunteer']",,dss-extensions/OpenDSSDirect.jl,MIT,Cross-platform Julia interface to OpenDSS.,https://github.com/dss-extensions/OpenDSSDirect.jl,https://dss-extensions.org/,2015-12-30 20:40:07,2024-10-30 03:12:01.000,2024-10-30 02:29:29,290.0,6.0,10.0,29.0,8.0,12,True,https://dss-extensions.org/OpenDSSDirect.jl/,7.0,61.0,35.0,2024-10-30 03:10:57.000,0.9.9,23.0,,,,,,,,,,,,,,,3.0,,,,,,,
112,matpower-pip,intf,"['gha', 'pypi', 'python', 'university']",,yasirroni/matpower-pip,MIT,Easy Python Access to MATPOWER.,https://github.com/yasirroni/matpower-pip,https://github.com/yasirroni/matpower-pip,2021-12-27 15:47:13,2024-11-21 23:20:31.000,2024-11-21 23:20:23,194.0,,4.0,25.0,1.0,12,True,,2.0,4.0,14.0,2024-06-12 17:51:04.000,2.1.8,23.0,,matpower,,,169.0,11.0,9.0,https://pypi.org/project/matpower,2024-10-05 10:33:32.000,2.0,169.0,,,,3.0,,,,,,,
113,cimpyorm,intf,"['gha', 'python', 'pypi', 'university']",,RWTH-IAEW/cimpyorm,BSD-3.0,Python ORM middleware for IEC CIM and CGMES datasets.,https://github.com/RWTH-IAEW/cimpyorm,https://github.com/RWTH-IAEW/cimpyorm,2019-01-17 11:51:43,2024-05-15 14:28:13.000,2023-10-19 16:12:01,82.0,5.0,1.0,12.0,5.0,11,True,,3.0,17.0,2.0,2023-10-19 16:13:58.000,0.10.1,52.0,,cimpyorm,,,4153.0,4.0,4.0,https://pypi.org/project/cimpyorm,2023-10-19 16:13:58.000,,4153.0,,,,3.0,,,,,,,
114,LTB AGVis,vis,"['pypi', 'python', 'university']",,CURENT/agvis,GPL-3.0,Geographical Visualization for Power Grid; CURENT LTB.,https://github.com/CURENT/agvis,https://ltb.curent.org/,2019-08-30 19:15:27,2024-12-03 19:07:50.000,2024-06-07 19:51:43,503.0,5.0,9.0,8.0,9.0,11,True,https://agvis.readthedocs.io/en/latest/,,48.0,16.0,2024-06-07 18:28:30.000,4.0.0,2.0,,agvis,,18.0,32.0,3.0,3.0,https://pypi.org/project/agvis,2024-06-07 18:28:30.000,,32.0,,,,3.0,,,,,,,
115,PyPSA-Distribution,steady-state,"['gha', 'python', 'volunteer']",,pypsa-meets-earth/pypsa-distribution,GPL-3,Multi-energy model for small scale applications in high spatial and temporal resolution.,https://github.com/pypsa-meets-earth/pypsa-distribution,https://pypsa-meets-earth.github.io/,2022-05-29 15:03:11,2025-06-30 17:25:09.000,2025-05-31 15:48:23,314.0,11.0,16.0,24.0,7.0,10,True,https://pypsa-distribution.readthedocs.io/,4.0,47.0,9.0,2024-12-31 21:40:12.000,0.0.1,1.0,7.0,,,,,,,,,,,,,,3.0,,,,,,,
116,DSSData,steady-state,"['gha', 'pypi', 'python']",,felipemarkson/dssdata,MIT,A micro-framework for simulation and data analysis of distribution systems modeled on OpenDSS.,https://github.com/felipemarkson/dssdata,https://github.com/felipemarkson/dssdata,2020-03-27 20:15:33,2023-04-10 13:02:09.000,2023-04-10 13:02:03,186.0,3.0,5.0,16.0,2.0,10,True,https://felipemarkson.github.io/dssdata/,2.0,64.0,31.0,2023-04-10 12:47:00.587,0.2.0,10.0,,dssdata,,56.0,33.0,2.0,2.0,https://pypi.org/project/dssdata,2023-01-24 14:40:53.571,,33.0,,,,3.0,,,,,,,
117,mhi-pscad,intf,"['pypi', 'python', 'for-profit']",,,BSD-3,PSCAD Automation library.,,https://www.pscad.com/,,2025-05-22 17:00:58.000,,,,,,,10,True,https://www.pscad.com/webhelp-v501-al/index.html,,,,2025-04-15 22:09:45.000,3.0.7,31.0,,mhi-pscad,,,2293.0,1.0,,https://pypi.org/project/mhi-pscad,2025-05-22 17:00:58.000,1.0,2293.0,,,,3.0,,,,,,,
118,DeepSolar,data,"['python', 'university']",,wangzhecheng/DeepSolar,MIT,Houseshold-level solar panel identification with deep learning.,https://github.com/wangzhecheng/DeepSolar,https://deepsolar.web.app,2017-06-24 23:09:16,2023-03-24 22:39:39.000,2019-03-26 09:03:56,16.0,71.0,13.0,255.0,2.0,9,True,,22.0,15.0,4.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,
119,RLGC,mrl,"['python', 'jupyter', 'lab']",,RLGC-Project/RLGC,BSD,RL for Grid Control (RLGC).,https://github.com/RLGC-Project/RLGC,https://github.com/RLGC-Project/RLGC,2018-12-03 19:07:39,2022-04-08 07:14:43.000,2022-04-08 07:12:43,90.0,31.0,5.0,133.0,4.0,9,True,,3.0,3.0,10.0,2020-12-23 06:10:29.000,V1.0.0_RC,2.0,,,,,,,,,,,,,,,2.0,,,,,,,
120,ParaEMT,emt,"['python', 'lab']",,NREL/ParaEMT_public,BSD-3,Parallel EMT simulation.,https://github.com/NREL/ParaEMT_public,https://github.com/NREL/ParaEMT_public,2023-06-08 12:43:21,2025-05-24 02:33:36.000,2025-05-24 02:33:11,136.0,27.0,2.0,71.0,4.0,9,True,,8.0,9.0,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,
121,EV-EcoSim,steady-state,"['gha', 'python', 'university']",,ebalogun01/EV-EcoSim/,MIT,A grid-aware co-simulation platform for the design and optimization of EV Charging Infrastructure.,https://github.com/ebalogun01/EV-EcoSim,https://github.com/ebalogun01/EV-EcoSim,2021-01-13 18:55:38,2024-04-19 05:40:52.000,2024-04-19 05:40:52,509.0,5.0,9.0,25.0,,9,True,https://ebalogun01.github.io/EV-EcoSim/,2.0,33.0,63.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,
122,PowerSystemsInvestmentsPortfolios.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerSystemsInvestmentsPortfolios.jl,BSD-3,Data models for Power Systems investment models; NREL Sienna.,https://github.com/NREL-Sienna/PowerSystemsInvestmentsPortfolios.jl,https://www.nrel.gov/analysis/sienna.html,2024-02-29 21:31:12,2025-07-21 21:44:12.000,2025-07-21 21:41:30,28.0,8.0,8.0,12.0,5.0,8,True,https://nrel-sienna.github.io/PowerSystemsInvestmentsPortfolios.jl/stable,4.0,16.0,26.0,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,
123,DSS MATLAB,intf,"['gha', 'octave', 'volunteer']",,dss-extensions/dss_matlab,BSD-3,MATLAB interface to OpenDSS.,https://github.com/dss-extensions/dss_matlab,https://dss-extensions.org/,2018-07-23 03:17:34,2024-10-30 16:51:03.000,2024-10-30 16:43:11,62.0,2.0,7.0,11.0,,8,True,https://dss-extensions.org/dss-extensions/pascal/,3.0,,14.0,2024-10-30 17:03:32.000,0.14.3-1,19.0,,,,1204.0,15.0,,,,,,,,,,3.0,,,,,,,
124,COLIB,book,"['gha', 'volunteer']",False,CRESYM/colib0.github.io,CC-BY-4.0,Collaborative dynamic library.,https://github.com/CRESYM/colib0.github.io,https://colib.net/,2023-04-06 07:41:08,2025-05-13 08:16:29.000,2025-05-12 11:57:39,606.0,4.0,12.0,11.0,12.0,8,True,,2.0,156.0,116.0,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,
125,DSS Sharp,intf,"['gha', 'volunteer']",,dss-extensions/dss_sharp,BSD-3,C#/.NET wrapper library for DSS C-API.,https://github.com/dss-extensions/dss_sharp,https://dss-extensions.org/,2018-07-01 04:22:15,2024-03-15 04:51:26.000,2024-03-15 04:40:46,37.0,,3.0,10.0,,8,True,https://dss-extensions.org/dss-extensions/pascal/,3.0,1.0,12.0,2024-03-15 05:08:24.000,0.14.4,9.0,,,,55.0,0.0,3.0,3.0,,,,,,,,3.0,,,,,,,
126,CIMTool-Builders-Library,intf,"['gha', 'non-profit']",,CIMug-org/CIMTool-Builders-Library,Apache-2.0,Publically available XSLT builders.,https://github.com/cimug-org/CIMTool-Builders-Library,https://github.com/cimug-org/CIMTool-Builders-Library,2022-09-02 21:37:09,2025-05-05 16:49:05.000,2025-05-05 16:49:05,221.0,3.0,,9.0,5.0,8,True,https://cimtool-builders.ucaiug.io/,7.0,9.0,,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,
127,PyPSA MCP,llm,"['python', 'pypi', 'volunteer']",,cdgaete/pypsa-mcp,MIT,PyPSA Energy Modeling for LLMs.,https://github.com/cdgaete/pypsa-mcp,https://github.com/cdgaete/pypsa-mcp,2025-04-22 06:42:57,2025-04-22 21:33:35.000,2025-04-22 21:33:29,16.0,2.0,,34.0,2.0,7,True,,1.0,,,2025-04-22 21:10:20.000,0.1.3,4.0,,pypsamcp,,2.0,46.0,,,https://pypi.org/project/pypsamcp,2025-04-22 21:10:20.000,,46.0,,,,1.0,,,,,,,
128,AMES - Version 5.0,steady-state,"['java', 'university', 'python']",,ames-market/AMES-V5.0,https://github.com/ames-market/AMES-V5.0/blob/master/LICENSE.rst,Wholesale Power Market Test Bed.,https://github.com/ames-market/AMES-V5.0,https://www2.econ.iastate.edu/tesfatsi/AMESMarketHome.htm,2020-08-03 08:54:08,2025-05-16 03:45:22.000,2025-05-16 03:44:05,120.0,6.0,3.0,24.0,3.0,7,True,https://www2.econ.iastate.edu/tesfatsi/AMESMarketProjectSetUpInfo.pdf,3.0,,,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,
129,DOPER,steady-state,"['gha', 'python', 'jupyter', 'lab']",,LBNL-ETA/DOPER,BSD-3,Distributed Optimal and Predictive Energy Resources.,https://github.com/LBNL-ETA/DOPER,https://github.com/LBNL-ETA/DOPER,2019-02-05 16:36:15,2025-01-30 23:57:36.000,2025-01-30 23:53:24,78.0,11.0,,21.0,3.0,7,True,,2.0,5.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,
130,PowerSAS.m,phasor,"['octave', 'lab']",,ANL-CEEESA/powersas.m,BSD-3,Power grid analysis framework based on semi-analytical solutions.,https://github.com/ANL-CEEESA/powersas.m,https://github.com/ANL-CEEESA/powersas.m,2021-12-10 21:25:47,2024-01-05 12:21:48.000,2024-01-05 12:21:48,75.0,5.0,1.0,20.0,4.0,7,True,https://powersasm.readthedocs.io/en/latest/index.html,,6.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,
131,OptiVerse,ops,"['python', 'volunteer']",,feyntech-opt/OptiVerse,MIT,A library with innovative optimization solutions.,https://github.com/feyntech-opt/OptiVerse,https://www.opti-verse.org/,2024-06-16 02:40:23,2025-02-15 07:06:51.000,2025-02-15 07:06:51,69.0,12.0,,12.0,5.0,7,True,https://www.opti-verse.org/handbook/,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,
132,MPNG,gasnet,"['octave', 'university']",,MATPOWER/mpng,BSD-3,Simulator for Optimal Power and Natural Gas Flow.,https://github.com/MATPOWER/mpng,https://matpower.org/,2019-09-27 19:49:43,2023-09-13 12:15:23.000,2023-09-13 12:15:23,65.0,5.0,,10.0,3.0,7,True,https://github.com/MATPOWER/mpng/blob/master/MPNG_User's_Manual/MPNG_Manual_V0.99a.pdf,4.0,2.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,
133,PowerFlowAnalyzer,steady-state,"['octave', 'java', 'university']",,power-flow-analyzer/PowerFlowAnalyzer,Apache-2.0,Toolbox for power system analysis.,https://github.com/power-flow-analyzer/PowerFlowAnalyzer,https://github.com/power-flow-analyzer/PowerFlowAnalyzer,2019-04-01 20:04:10,2019-05-16 20:34:24.000,2019-05-16 20:34:21,651.0,1.0,,6.0,3.0,7,True,https://power-flow-analyzer.github.io/,,,,2019-04-28 17:41:46.000,2.3.0,1.0,,,,161.0,2.0,,,,,,,,,,3.0,,,,,,,
134,LTB DiME,msg,"['c', 'python', 'octave', 'university']",,CURENT/dime,GPL-3.0,Distributed Messaging Environment; CURENT LTB.,https://github.com/CURENT/dime,https://ltb.curent.org/,2020-04-29 20:36:10,2023-07-31 21:24:25.000,2023-07-31 21:24:15,531.0,2.0,13.0,3.0,4.0,7,True,https://ltbdime.readthedocs.io/en/latest/,4.0,11.0,35.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,
135,Daline,mrl,"['octave', 'university']",,JarvisETHZ/Daline,BSD-3,A Data-driven Power Flow Linearization Toolbox.,https://github.com/JarvisETHZ/Daline,https://github.com/JarvisETHZ/Daline,2024-07-10 03:44:21,2025-04-26 14:47:37.000,2025-04-26 14:42:34,22.0,,,20.0,,6,True,https://www.shuo.science/daline,1.0,,,2025-04-26 14:47:38.000,1.1.7,3.0,2.0,,,6.0,0.0,,,,,,,,,,3.0,,,,,,,
136,OpenHybridSim,phasor,"['java', 'university']",,OpenHybridSim/OpenHybridSim-code,BSD-3,EMT-TS hybrid simulation.,https://github.com/OpenHybridSim/OpenHybridSim-code,https://github.com/OpenHybridSim/OpenHybridSim-code,2015-01-17 03:59:14,2020-05-05 20:35:13.000,2020-05-05 20:35:12,16.0,4.0,1.0,8.0,,6,True,,5.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,
137,EGRIP.jl,steady-state,"['julia', 'octave', 'gha', 'lab']",,ANL-CEEESA/EGRIP.jl,BSD 3,Julia/MATALB package for power system restoration planning and verification.,https://github.com/ANL-CEEESA/EGRIP.jl,https://www.nrel.gov/reopt/,2020-04-23 02:17:47,2025-05-06 20:50:00.000,2025-05-06 20:46:12,159.0,,,8.0,5.0,6,True,https://anl-ceeesa.github.io/EGRIP.jl/stable/,2.0,4.0,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,
138,GSEIM,pe,"['gha', 'pypi', 'python', 'volunteer']",,gseim/gseim,GPL-3.0,Simulation of electrical circuits.,https://github.com/gseim/gseim,https://github.com/gseim/gseim,2021-06-08 11:11:31,2022-07-16 09:00:00.315,,,,,2.0,1.0,6,True,https://gseim.github.io/build/html/index.html,,,,,,5.0,,GSEIM,,,4.0,,,https://pypi.org/project/GSEIM,2022-07-16 09:00:00.315,,4.0,,,,1.0,,,,,,,
