,name,category,resource,github_id,license,description,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,open_issue_count,star_count,contributor_count,projectrank,show,docs_url,watchers_count,pr_count,closed_issue_count,latest_stable_release_published_at,latest_stable_release_number,release_count,recent_commit_count,labels,pypi_id,conda_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,trending,dockerhub_stars,updated_github_id,new_addition
92,EnergyDataModel,data,,rebase-energy/EnergyDataModel,MIT,Represent energy systems as Python data classes.,https://github.com/rebase-energy/EnergyDataModel,https://www.energydatamodel.org/,2023-12-23 11:12:27,2025-04-07 08:14:32.000000,2025-04-07 08:14:27,97.0,4.0,1.0,58.0,3.0,14,True,https://docs.energydatamodel.org/en/latest/,3.0,2.0,,2025-03-23 21:17:53.000,0.0.3,3.0,20.0,"['pypi', 'python', 'jupyter']",energydatamodel,,,111.0,2.0,,https://pypi.org/project/energydatamodel,2025-03-23 21:17:53.000,2.0,111.0,,,,3.0,,,,,,,,
93,STEPS,phasor,,changgang/steps,MIT,Balanced large-scale AC-DC hybrid power system analysis.,https://github.com/changgang/steps,https://github.com/changgang/steps,2019-08-24 12:09:47,2024-09-22 02:32:39.000000,2024-03-24 14:56:04,588.0,19.0,1.0,52.0,4.0,14,True,https://github.com/changgang/steps/wiki/,5.0,,2.0,2024-09-22 02:32:39.000,2.2.1,44.0,,"['c', 'python']",stepspy,,48.0,1260.0,7.0,7.0,https://pypi.org/project/stepspy,2024-09-22 02:32:39.000,,1260.0,,,,2.0,,,,,,,,
94,GridPACK,phasor,,GridOPTICS/GridPACK,https://github.com/GridOPTICS/GridPACK/blob/develop/docs/markdown/LICENSE.md,High-Performance Electric Grid Simulation.,https://github.com/GridOPTICS/GridPACK,https://gridpack.pnnl.gov/wiki/index.php/Main_Page,2014-07-22 21:01:57,2025-05-06 20:23:54.000000,2025-03-26 18:12:12,3130.0,21.0,32.0,50.0,52.0,14,True,https://github.com/GridOPTICS/GridPACK/blob/develop/docs/user_manual/GridPACK.pdf,15.0,99.0,104.0,2020-01-31 21:18:21.000,3.4,5.0,5.0,"['c', 'python']",,,618.0,6.0,,,,,,,,,,2.0,,,,,,,,
95,PyDSS,intf,,NREL/PyDSS,BSD-3,A Python wrapper for OpenDSS.,https://github.com/NREL/PyDSS,https://www.nrel.gov/grid/pydss.html,2018-10-16 15:59:07,2025-02-12 18:48:57.000000,2024-09-30 20:12:32,958.0,23.0,17.0,39.0,23.0,14,True,https://nrel.github.io/PyDSS/index.html,7.0,122.0,16.0,2024-05-29 18:05:37.000,3.1.7,21.0,,"['gha', 'pypi', 'python']",pydss,,,35.0,2.0,2.0,https://pypi.org/project/pydss,2011-08-17 20:40:53.000,,35.0,,,,2.0,,,,,,,,
96,PowerNetworkMatrices.jl,steady-state,,NREL-Sienna/PowerNetworkMatrices.jl,BSD-3,Power systems matrices; NREL Sienna.,https://github.com/NREL-Sienna/PowerNetworkMatrices.jl,https://www.nrel.gov/analysis/sienna.html,2022-11-16 21:59:51,2025-05-07 22:04:03.000000,2025-04-11 23:18:52,625.0,18.0,25.0,24.0,8.0,14,True,https://nrel-sienna.github.io/PowerNetworkMatrices.jl/stable/,5.0,60.0,32.0,2025-04-11 23:36:21.000,0.13.0,30.0,5.0,"['gha', 'julia']",,,,,,,,,,,,,,3.0,,,,,-1.0,,,
97,ExaGO,steady-state,,pnnl/ExaGO,BSD-3,Large-scale power grid optimization.,https://github.com/pnnl/ExaGO,https://www.gridpath.io/,2023-08-02 21:05:34,2025-05-05 15:41:00.000000,2025-05-05 15:41:00,1153.0,12.0,47.0,79.0,31.0,13,True,https://github.com/pnnl/ExaGO/blob/develop/docs/manual/manual.pdf,11.0,79.0,38.0,2023-10-25 18:01:10.000,1.6.0,1.0,2.0,"['gha', 'jupyter', 'c']",,,,,,,,,,,,,,3.0,,,,,,,,
98,PowerSystems,phasor,,modelica-3rdparty/PowerSystems,https://modelica.org/licenses/ModelicaLicense2/,Modelica 3rd party library for electrical power systems.,https://github.com/modelica-3rdparty/PowerSystems,https://github.com/modelica-3rdparty/PowerSystems,2013-04-19 08:46:45,2024-05-07 09:11:07.000000,2024-05-07 08:58:45,190.0,37.0,14.0,71.0,10.0,13,True,https://build.openmodelica.org/Documentation/PowerSystems.html,30.0,17.0,27.0,2024-05-07 09:11:07.000,2.0.0,7.0,,['modelica'],,,,,,,,,,,,,,3.0,,,,,,,,
99,OpenDER,phasor,,epri-dev/OpenDER,BSD-3,Inverter-based DER simulation.,https://github.com/epri-dev/OpenDER,https://www.epri.com/OpenDER,2022-04-26 22:09:28,2025-05-03 22:14:06.000000,2025-04-15 17:33:02,125.0,24.0,,61.0,2.0,13,True,,18.0,14.0,1.0,2025-04-15 17:34:05.000,2.2,15.0,2.0,"['pypi', 'jupyter', 'python']",opender,,,1467.0,3.0,3.0,https://pypi.org/project/opender,2025-04-13 13:19:28.000,,1467.0,,,,3.0,,,,,,,,
100,CIMTool,intf,,CIMug-org/CIMTool,LGPL-2.1,CIMugs CIMTool for the CIM.,https://github.com/cimug-org/CIMTool,https://github.com/cimug-org/CIMTool,2020-04-14 18:23:49,2025-05-08 15:36:26.000000,2025-05-05 17:00:29,485.0,6.0,35.0,54.0,17.0,13,True,http://cimtool.ucaiug.io/,16.0,110.0,52.0,2024-10-02 05:23:38.000,2.2.0,12.0,4.0,"['gha', 'java']",,,2202.0,36.0,,,,,,,,,,2.0,,,,,,,,
101,grg-pssedata,intf,,lanl-ansi/grg-pssedata,BSD-3,Python tools for working with PSSE v33 data files.,https://github.com/lanl-ansi/grg-pssedata,https://github.com/lanl-ansi/grg-pssedata,2018-05-26 20:24:25,2020-12-15 03:35:19.000000,2020-12-14 22:39:36,35.0,11.0,3.0,31.0,3.0,13,True,https://grg-pssedata.readthedocs.io/en/stable/,6.0,5.0,10.0,2020-12-15 03:35:19.000,0.1.4,7.0,,"['pypi', 'python']",grg-pssedata,,,176.0,7.0,6.0,https://pypi.org/project/grg-pssedata,2020-12-15 03:35:19.000,1.0,176.0,,,,2.0,,,,,,,,
102,matpower-pip,steady-state,,yasirroni/matpower-pip,MIT,Easy Python Access to MATPOWER.,https://github.com/yasirroni/matpower-pip,https://matpower.org/,2021-12-27 15:47:13,2024-11-21 23:20:31.000000,2024-11-21 23:20:23,194.0,,2.0,23.0,1.0,13,True,https://matpower.org/doc/,2.0,4.0,14.0,2024-06-12 17:51:04.000,2.1.8,23.0,,"['gha', 'pypi', 'python']",matpower,,,1097.0,11.0,9.0,https://pypi.org/project/matpower,2024-10-05 10:33:32.000,2.0,1097.0,,,,3.0,,,,,,,,
103,AltDSS-Python,intf,,dss-extensions/AltDSS-Python,BSD-3,Modern Python bindings for an alternative implementation of OpenDSS.,https://github.com/dss-extensions/AltDSS-Python,https://dss-extensions.org/,2023-11-10 01:17:41,2024-03-29 05:48:06.000000,2024-03-29 05:44:37,466.0,,7.0,14.0,,13,True,https://dss-extensions.org/AltDSS-Python/,3.0,,2.0,2024-03-29 06:29:57.000,0.2.4,10.0,,"['gha', 'pypi', 'python', 'jupyter']",altdss,,,6691.0,14.0,12.0,https://pypi.org/project/altdss,2024-03-29 05:48:06.000,2.0,6691.0,,,,2.0,,,,,,,,
104,KVXOPT,opl,,sanurielf/kvxopt,GPL-3,CVXOPT with more wrappers suite-sparse.,https://github.com/sanurielf/kvxopt,https://github.com/sanurielf/kvxopt,2014-03-17 19:08:31,2025-04-22 14:58:03.722000,2024-05-08 15:53:33,276.0,1.0,,11.0,15.0,13,True,https://sanurielf.github.io/kvxopt/userguide/,2.0,4.0,7.0,2023-10-16 05:45:01.000,1.3.2.0,19.0,,"['gha', 'pypi', 'conda', 'python']",kvxopt,conda-forge/kvxopt,,15823.0,42.0,30.0,https://pypi.org/project/kvxopt,2024-05-08 16:49:17.000,12.0,8700.0,https://anaconda.org/conda-forge/kvxopt,2025-04-22 14:58:03.722,306307.0,3.0,,,,,,,,
105,UnitCommitment.jl,steady-state,,ANL-CEEESA/UnitCommitment.jl,BSD-3,Optimization package for the Security-Constrained Unit Commitment Problem.,https://github.com/ANL-CEEESA/UnitCommitment.jl,https://github.com/ANL-CEEESA/UnitCommitment.jl,2020-05-13 15:18:42,2024-08-19 15:17:17.000000,2024-08-19 15:17:16,270.0,28.0,1.0,117.0,6.0,12,True,https://anl-ceeesa.github.io/UnitCommitment.jl/,5.0,25.0,7.0,2024-05-21 16:03:30.000,0.4.0,7.0,,"['julia', 'gha']",,,,,,,,,,,,,,3.0,,,,,,,,
106,MOST,steady-state,,MATPOWER/most,BSD-3,MATPOWER Optimal Scheduling Tool.,https://github.com/MATPOWER/most,https://matpower.org/,2016-12-16 19:10:43,2025-04-16 01:49:06.000000,2025-04-16 01:40:01,239.0,12.0,9.0,33.0,,12,True,https://github.com/MATPOWER/most/blob/master/docs/MOST-manual.pdf,5.0,9.0,33.0,2024-05-15 22:02:10.000,1.3,5.0,6.0,"['gha', 'octave']",,,,,,,,,,,,,,3.0,,,,,,,,
107,OpenDSSDirect.jl,intf,,dss-extensions/OpenDSSDirect.jl,MIT,Cross-platform Julia interface to OpenDSS.,https://github.com/dss-extensions/OpenDSSDirect.jl,https://dss-extensions.org/,2015-12-30 20:40:07,2024-10-30 03:12:01.000000,2024-10-30 02:29:29,290.0,6.0,9.0,28.0,8.0,12,True,https://dss-extensions.org/OpenDSSDirect.jl/,7.0,61.0,34.0,2024-10-30 03:10:57.000,0.9.9,23.0,,"['gha', 'julia']",,,,,,,,,,,,,,3.0,,,,,,,,
108,ExaModels,opl,,exanauts/ExaModels.jl,MIT,"An algebraic modeling and automatic differentiation tool in Julia Language, specialized for SIMD abstraction of..",https://github.com/exanauts/ExaModels.jl,https://github.com/exanauts/ExaModels.jl,2023-03-28 20:02:20,2025-04-06 00:54:08.000000,2025-02-07 15:06:50,119.0,6.0,12.0,57.0,6.0,11,True,https://exanauts.github.io/ExaModels.jl/stable/,3.0,105.0,15.0,2024-11-06 18:38:36.000,0.8.0,5.0,,"['gha', 'julia']",,,,,,,,,,,,,,3.0,,,,,,,,
109,PyPSA-Distribution,steady-state,,pypsa-meets-earth/pypsa-distribution,GPL-3,Multi-energy model for small scale applications in high spatial and temporal resolution.,https://github.com/pypsa-meets-earth/pypsa-distribution,https://pypsa-meets-earth.github.io/,2022-05-29 15:03:11,2025-05-05 17:31:25.000000,2025-04-08 13:25:58,306.0,10.0,16.0,21.0,7.0,11,True,https://pypsa-distribution.readthedocs.io/,4.0,44.0,9.0,2024-12-31 21:40:12.000,0.0.1,1.0,6.0,"['gha', 'python']",,,,,,,,,,,,,,3.0,,,,,-1.0,,,
110,DSSData,intf,,felipemarkson/dssdata,MIT,A micro-framework for simulation and data analysis of distribution systems modeled on OpenDSS.,https://github.com/felipemarkson/dssdata,https://github.com/felipemarkson/dssdata,2020-03-27 20:15:33,2023-04-10 13:02:09.000000,2023-04-10 13:02:03,186.0,3.0,5.0,16.0,2.0,11,True,https://felipemarkson.github.io/dssdata/,2.0,64.0,31.0,2023-04-10 12:47:00.587,0.2.0,10.0,,"['gha', 'pypi', 'python']",dssdata,,56.0,330.0,2.0,2.0,https://pypi.org/project/dssdata,2023-01-24 14:40:53.571,,330.0,,,,3.0,,,,,,,,
111,cimpyorm,intf,,RWTH-IAEW/cimpyorm,BSD-3.0,Python ORM middleware for IEC CIM and CGMES datasets.,https://github.com/RWTH-IAEW/cimpyorm,https://github.com/RWTH-IAEW/cimpyorm,2019-01-17 11:51:43,2024-05-15 14:28:13.000000,2023-10-19 16:12:01,82.0,5.0,1.0,11.0,5.0,11,True,,3.0,17.0,2.0,2023-10-19 16:13:58.000,0.10.1,52.0,,"['gha', 'python', 'pypi']",cimpyorm,,,4237.0,4.0,4.0,https://pypi.org/project/cimpyorm,2023-10-19 16:13:58.000,,4237.0,,,,3.0,,,,,,,,
112,LTB AGVis,vis,,CURENT/agvis,GPL-3.0,Geographical Visualization for Power Grid; CURENT LTB.,https://github.com/CURENT/agvis,https://ltb.curent.org/,2019-08-30 19:15:27,2024-12-03 19:07:50.000000,2024-06-07 19:51:43,503.0,5.0,9.0,7.0,9.0,11,True,https://agvis.readthedocs.io/en/latest/,,48.0,16.0,2024-06-07 18:28:30.000,4.0.0,2.0,,"['pypi', 'python']",agvis,,18.0,79.0,3.0,3.0,https://pypi.org/project/agvis,2024-06-07 18:28:30.000,,79.0,,,,3.0,,,,,,,,
113,DeepSolar,data,,wangzhecheng/DeepSolar,MIT,Houseshold-level solar panel identification with deep learning.,https://github.com/wangzhecheng/DeepSolar,https://deepsolar.web.app,2017-06-24 23:09:16,2023-03-24 22:39:39.000000,2019-03-26 09:03:56,16.0,70.0,13.0,253.0,2.0,9,True,,22.0,15.0,4.0,,,,,['python'],,,,,,,,,,,,,,3.0,,,,,,,,
114,RLGC,mrl,,RLGC-Project/RLGC,BSD,RL for Grid Control (RLGC).,https://github.com/RLGC-Project/RLGC,https://github.com/RLGC-Project/RLGC,2018-12-03 19:07:39,2022-04-08 07:14:43.000000,2022-04-08 07:12:43,90.0,32.0,5.0,123.0,4.0,9,True,,3.0,3.0,10.0,2020-12-23 06:10:29.000,V1.0.0_RC,2.0,,"['python', 'jupyter']",,,,,,,,,,,,,,2.0,,,,,,,,
115,ParaEMT,emt,,NREL/ParaEMT_public,BSD-3,Parallel EMT simulation.,https://github.com/NREL/ParaEMT_public,https://github.com/NREL/ParaEMT_public,2023-06-08 12:43:21,2025-04-03 20:00:49.000000,2025-04-03 20:00:44,134.0,26.0,2.0,69.0,4.0,9,True,,8.0,9.0,,,,,2.0,['python'],,,,,,,,,,,,,,3.0,,,,,,,,
116,EV-EcoSim,steady-state,,ebalogun01/EV-EcoSim/,MIT,A grid-aware co-simulation platform for the design and optimization of EV Charging Infrastructure.,https://github.com/ebalogun01/EV-EcoSim,https://github.com/ebalogun01/EV-EcoSim,2021-01-13 18:55:38,2024-04-19 05:40:52.000000,2024-04-19 05:40:52,509.0,5.0,9.0,25.0,,9,True,https://ebalogun01.github.io/EV-EcoSim/,2.0,33.0,63.0,,,,,"['gha', 'python']",,,,,,,,,,,,,,3.0,,,,,,,,
117,DSS MATLAB,intf,,dss-extensions/dss_matlab,BSD-3,MATLAB interface to OpenDSS.,https://github.com/dss-extensions/dss_matlab,https://dss-extensions.org/,2018-07-23 03:17:34,2024-10-30 16:51:03.000000,2024-10-30 16:43:11,62.0,2.0,7.0,11.0,,8,True,https://dss-extensions.org/dss-extensions/pascal/,3.0,,14.0,2024-10-30 17:03:32.000,0.14.3-1,19.0,,"['gha', 'octave']",,,1179.0,15.0,,,,,,,,,,3.0,,,,,,,,
118,DSS Sharp,intf,,dss-extensions/dss_sharp,BSD-3,C#/.NET wrapper library for DSS C-API.,https://github.com/dss-extensions/dss_sharp,https://dss-extensions.org/,2018-07-01 04:22:15,2024-03-15 04:51:26.000000,2024-03-15 04:40:46,37.0,,3.0,10.0,,8,True,https://dss-extensions.org/dss-extensions/pascal/,3.0,1.0,12.0,2024-03-15 05:08:24.000,0.14.4,9.0,,['gha'],,,55.0,0.0,3.0,3.0,,,,,,,,3.0,,,,,,,,
119,CIMTool-Builders-Library,intf,,CIMug-org/CIMTool-Builders-Library,Apache-2.0,Publically available XSLT builders.,https://github.com/cimug-org/CIMTool-Builders-Library,https://github.com/cimug-org/CIMTool-Builders-Library,2022-09-02 21:37:09,2025-05-05 16:49:05.000000,2025-05-05 16:49:05,221.0,3.0,,7.0,5.0,8,True,https://cimtool-builders.ucaiug.io/,7.0,8.0,,,,,2.0,['gha'],,,,,,,,,,,,,,3.0,,,,,-1.0,,,
120,AMES - Version 5.0,steady-state,,ames-market/AMES-V5.0,https://github.com/ames-market/AMES-V5.0/blob/master/LICENSE.rst,Wholesale Power Market Test Bed.,https://github.com/ames-market/AMES-V5.0,https://www2.econ.iastate.edu/tesfatsi/AMESMarketHome.htm,2020-08-03 08:54:08,2023-06-08 19:36:40.000000,2023-06-08 19:36:10,119.0,6.0,3.0,23.0,3.0,7,True,https://www2.econ.iastate.edu/tesfatsi/AMESMarketProjectSetUpInfo.pdf,3.0,,,,,,,['java'],,,,,,,,,,,,,,3.0,,,,,,,,
121,DOPER,steady-state,,LBNL-ETA/DOPER,BSD-3,Distributed Optimal and Predictive Energy Resources.,https://github.com/LBNL-ETA/DOPER,https://github.com/LBNL-ETA/DOPER,2019-02-05 16:36:15,2025-01-30 23:57:36.000000,2025-01-30 23:53:24,78.0,11.0,,21.0,3.0,7,True,,2.0,5.0,,,,,,"['gha', 'python', 'jupyter']",,,,,,,,,,,,,,3.0,,,,,,,,
122,PowerSAS.m,phasor,,ANL-CEEESA/powersas.m,BSD-3,Power grid analysis framework based on semi-analytical solutions.,https://github.com/ANL-CEEESA/powersas.m,https://github.com/ANL-CEEESA/powersas.m,2021-12-10 21:25:47,2024-01-05 12:21:48.000000,2024-01-05 12:21:48,75.0,5.0,1.0,20.0,4.0,7,True,https://powersasm.readthedocs.io/en/latest/index.html,,6.0,,,,,,['octave'],,,,,,,,,,,,,,3.0,,,,,,,,
123,Daline,mrl,,JarvisETHZ/Daline,BSD-3,A Data-driven Power Flow Linearization Toolbox.,https://github.com/JarvisETHZ/Daline,https://github.com/JarvisETHZ/Daline,2024-07-10 03:44:21,2025-04-26 14:47:37.000000,2025-04-26 14:42:34,22.0,,,18.0,,7,True,https://www.shuo.science/daline,1.0,,,2025-04-26 14:47:38.000,1.1.7,3.0,2.0,['octave'],,,6.0,0.0,,,,,,,,,,3.0,,,,,,,,
124,PowerSystemsInvestmentsPortfolios.jl,steady-state,,NREL-Sienna/PowerSystemsInvestmentsPortfolios.jl,BSD-3,Data models for Power Systems investment models; NREL Sienna.,https://github.com/NREL-Sienna/PowerSystemsInvestmentsPortfolios.jl,https://www.nrel.gov/analysis/sienna.html,2024-02-29 21:31:12,2025-05-08 16:22:12.000000,2025-03-21 17:07:48,27.0,8.0,18.0,12.0,5.0,7,True,https://nrel-sienna.github.io/PowerSystemsInvestmentsPortfolios.jl/stable,4.0,14.0,15.0,,,,1.0,"['gha', 'julia']",,,,,,,,,,,,,,3.0,,,,,,,,
125,MPNG,gasnet,,MATPOWER/mpng,BSD-3,Simulator for Optimal Power and Natural Gas Flow.,https://github.com/MATPOWER/mpng,https://matpower.org/,2019-09-27 19:49:43,2023-09-13 12:15:23.000000,2023-09-13 12:15:23,65.0,5.0,,10.0,3.0,7,True,https://github.com/MATPOWER/mpng/blob/master/MPNG_User's_Manual/MPNG_Manual_V0.99a.pdf,4.0,2.0,,,,,,['octave'],,,,,,,,,,,,,,3.0,,,,,,,,
126,LTB DiME,msg,,CURENT/dime,GPL-3.0,Distributed Messaging Environment; CURENT LTB.,https://github.com/CURENT/dime,https://ltb.curent.org/,2020-04-29 20:36:10,2023-07-31 21:24:25.000000,2023-07-31 21:24:15,531.0,2.0,13.0,3.0,4.0,7,True,https://ltbdime.readthedocs.io/en/latest/,4.0,11.0,35.0,,,,,"['c', 'python', 'octave']",,,,,,,,,,,,,,3.0,,,,,,,,
127,PowerSystemsInvestments.jl,steady-state,,NREL-Sienna/PowerSystemsInvestments.jl,BSD-3,Power Systems investment models; NREL Sienna.,https://github.com/NREL-Sienna/PowerSystemsInvestments.jl,https://www.nrel.gov/analysis/sienna.html,2024-02-29 21:28:33,2025-05-07 20:27:07.000000,2024-10-08 01:39:23,19.0,11.0,11.0,18.0,4.0,6,True,https://nrel-sienna.github.io/PowerSystemsInvestments.jl/stable,6.0,17.0,1.0,,,,,"['gha', 'julia']",,,,,,,,,,,,,,3.0,,,,,,,,
128,OptiVerse,ops,,feyntech-opt/OptiVerse,MIT,A library with innovative optimization solutions.,https://github.com/feyntech-opt/OptiVerse,https://www.opti-verse.org/,2024-06-16 02:40:23,2025-02-15 07:06:51.000000,2025-02-15 07:06:51,69.0,12.0,,12.0,5.0,6,True,https://www.opti-verse.org/handbook/,,3.0,,,,,1.0,['python'],,,,,,,,,,,,,,3.0,,,,,,,,
129,ASSET,steady-state,,NREL/ASSET,BSD-3,Assess and analyze grid strength.,https://github.com/NREL/ASSET,https://github.com/NREL/ASSET,2025-04-22 16:07:29,2025-05-05 22:49:47.000000,2025-05-05 22:49:47,18.0,3.0,,11.0,2.0,6,True,,3.0,,,,,,18.0,['python'],,,,,,,,,,,,,,3.0,,,,,,,,True
130,OpenHybridSim,phasor,,OpenHybridSim/OpenHybridSim-code,BSD-3,EMT-TS hybrid simulation.,https://github.com/OpenHybridSim/OpenHybridSim-code,https://github.com/OpenHybridSim/OpenHybridSim-code,2015-01-17 03:59:14,2020-05-05 20:35:13.000000,2020-05-05 20:35:12,16.0,4.0,1.0,8.0,,6,True,,5.0,,,,,,,['java'],,,,,,,,,,,,,,3.0,,,,,,,,
131,EGRIP.jl,steady-state,,ANL-CEEESA/EGRIP.jl,BSD 3,Julia/MATALB package for power system restoration planning and verification.,https://github.com/ANL-CEEESA/EGRIP.jl,https://www.nrel.gov/reopt/,2020-04-23 02:17:47,2025-05-06 20:50:00.000000,2025-05-06 20:46:12,159.0,,,8.0,5.0,6,True,https://anl-ceeesa.github.io/EGRIP.jl/stable/,2.0,4.0,,,,,2.0,"['julia', 'octave']",,,,,,,,,,,,,,3.0,,,,,,,,
132,GSEIM,pe,,gseim/gseim,GPL-3.0,Simulation of electrical circuits.,https://github.com/gseim/gseim,https://github.com/gseim/gseim,2021-06-08 11:11:31,2022-07-16 09:00:00.315000,,,,,2.0,1.0,6,True,https://gseim.github.io/build/html/index.html,,,,,,5.0,,"['gha', 'pypi', 'python']",GSEIM,,,20.0,,,https://pypi.org/project/GSEIM,2022-07-16 09:00:00.315,,20.0,,,,1.0,,,,,,,,
133,PSSE RAW,intf,,anderson-optimization/em-psse,MIT,PSSE RAW parser.,https://github.com/anderson-optimization/em-psse,https://github.com/anderson-optimization/em-psse,2019-02-14 21:15:32,2021-01-07 22:33:21.000000,2020-01-07 18:15:29,19.0,15.0,,35.0,2.0,5,True,,4.0,,1.0,,,,,"['pypi', 'python']",,,,,,,,,,,,,,3.0,,,,,,,,
134,mypower,steady-state,,yasirroni/mypower,MIT,Supplementary function of MATPOWER in Python.,https://github.com/yasirroni/mypower,https://github.com/yasirroni/mypower,2020-03-09 07:23:38,2022-11-26 22:27:49.000000,2022-11-26 22:27:22,39.0,1.0,,8.0,,5,True,,2.0,3.0,,,,,,['python'],,,,,,,,,,,,,,3.0,,,,,,,,
135,PSAT,phasor,,Sinan81/PSAT,GPL,Power System Analysis Toolbox by Federico Milano.,https://github.com/Sinan81/PSAT,http://faraday1.ucd.ie/psat.html,2017-08-14 00:34:41,2023-12-08 10:57:10.000000,2020-06-23 22:43:53,16.0,7.0,,12.0,2.0,4,True,https://www.amazon.com/dp/B08P3QTQDV?ref_=pe_3052080_397514860,5.0,1.0,2.0,2020-02-24 07:44:55.000,2.1.11,2.0,,['octave'],,,122.0,1.0,,,,,,,,,,3.0,,,,,,,,
136,andes_gym,mrl,,cuihantao/andes_gym,GPL-3,ANDES RL Environment for OpenAI Gym.,https://github.com/cuihantao/andes_gym,https://github.com/cuihantao/andes_gym,2020-04-19 18:18:34,2022-01-28 19:53:49.000000,2022-01-28 19:53:49,31.0,5.0,,9.0,2.0,4,True,,2.0,1.0,,,,,,"['python', 'jupyter']",,,,,,,,,,,,,,3.0,,,,,,,,
137,Andes.jl,intf,,cuihantao/Andes.jl,MIT,Julia interface for ANDES.,https://github.com/cuihantao/Andes.jl,https://ltb.curent.org,2020-04-03 21:53:26,2024-02-05 08:03:58.000000,2024-02-05 04:08:07,58.0,1.0,,8.0,,4,True,,1.0,1.0,1.0,,,,,['julia'],,,,,,,,,,,,,,3.0,,,,,,,,
138,OpenDER interface,intf,,epri-dev/OpenDER_interface,BSD-3,Interface for OpenDER.,https://github.com/epri-dev/OpenDER_interface,https://www.epri.com/OpenDER,2023-11-28 15:57:02,2025-02-10 04:13:30.000000,2025-02-10 04:13:25,47.0,1.0,,5.0,2.0,4,True,,10.0,,,,,,1.0,"['python', 'jupyter']",,,,,,,,,,,,,,3.0,,,,,,,,
139,GenSAS,phasor,,ANL-CEEESA/gensas,BSD-3,A C++ based generalized simulation tool based on semi-analytical solutions.,https://github.com/ANL-CEEESA/gensas,https://github.com/ANL-CEEESA/gensas,2022-05-26 03:52:10,2025-03-04 04:41:59.000000,2025-03-04 04:41:58,7.0,1.0,,1.0,3.0,4,True,,,6.0,4.0,,,,1.0,['cpp'],,,,,,,,,,,,,,3.0,,,,,,,,
140,PST,phasor,,cuihantao/pst,MIT,Power System Toolbox from Dr. Joe H. Chow.,https://github.com/cuihantao/pst,https://sites.ecse.rpi.edu/~chowj/,2020-04-11 01:17:35,2020-04-11 01:18:54.000000,2020-04-11 01:18:26,1.0,1.0,,5.0,,3,True,https://github.com/cuihantao/pst/blob/master/PSTv3/PSTMan.pdf,2.0,,,,,,,['octave'],,,,,,,,,,,,,,3.0,,,,,,,,
141,EasySimauto.jl,intf,,mzy2240/EasySimauto.jl,Apache-2.0,Julia interface for EasySimAuto and PowerWorld.,https://github.com/mzy2240/EasySimauto.jl,https://github.com/mzy2240/EasySimauto.jl,2022-09-16 15:59:20,2023-07-31 19:46:50.000000,2023-07-31 19:46:46,15.0,,,5.0,2.0,3,True,,1.0,,2.0,2022-09-27 15:08:27.000,0.1.0,1.0,,['julia'],,,,,,,,,,,,,,3.0,,,,,,,,
142,AMES (V4.0),steady-state,,ames-market/AMES-v4.0,GPL-2,Agent based Modeling of Electricity Systems.,https://github.com/ames-market/AMES-v4.0,https://www2.econ.iastate.edu/tesfatsi/AMESMarketHome.htm,2017-04-18 18:19:21,2022-12-26 20:28:08.000000,2020-08-28 07:29:40,6.0,7.0,3.0,13.0,2.0,2,True,https://github.com/ames-market/AMES-v4.0/blob/master/USAGE.md,2.0,6.0,2.0,,,,,['java'],,,,,,,,,,,,,,3.0,,,,,,,,
143,OpenDSS,steady-state,,,BSD,Distribution system simulator.,,https://www.epri.com/pages/sa/opendss,,,,,,,,,2,True,https://opendss.epri.com/opendss_documentation.html,,,,,,,,"['python', 'julia', 'c', 'octave']",,,,,,,,,,,,,,3.0,,,,,,,,
